"id";"review";"polarity";"aspect";"start_position";"end_position"
217;"Passei a semana de 27/09/11 a 04/10/11 em Paris hospedado no Le Colbert. O Staff foi realmente muito atencioso e solicito. O hotel é aconchegante e tem uma localização privilegiada muito próximo a Notre Dame (menos de 5 min a pé) e ao Quartier Latin.   Café da manhã continental incluso em ambiente agradável com atendimento impecável.  Recomendo.  Marcio Amorim";1;"café da manhã";253;266
218;"Quarto bom.Limpo. Free Wi-Fi. Bem equipado com friforifico, microondas e máquina de café. Localização excelente, ao lado do rockefeller center a 100 ,metros da 5th Avenue! Staff simpático. Disponibilizam computadores e impressoras para imprimir os Boarding pass. Outro promenor muito importante :cada andar tinha garrafas de plastico e uma máquina de água para encher as garrafas.  Optima relação preço qualidade.";1;"localização";90;101
219;"Minha experiência foi desagradavel. A começar pelo recepcionista que cobrou o valor de uma diaria de um quarto como valor de diária de apto. No minimo deve ter embolsado o valor que sobrou pois tirou o troco certo da gaveta mas me deu a menos e não guardou o restante deixiu encima do balcão. Um quarto horrivel, um banheiro mau feito, uma cama desconfortavel, barulhos á noite toda. Isto que só fiquei por uma noite. Fotos que não mostram á realidade. Nunca mais me hospedo lá. Isto tudo aconteceu neste feriado de 20 de setembro de 2012. Fora que o hotel está sendo reformado e tem entulhos por todos os lados. O quarto é minusculo. Muito apertado e sem iluminação. O elevador parece que vai cair.";-1;"hotel";551;556
220;"Estivemos nos primeiros 4 dias do ano e como a família é grande decidimos não investir em hoteis. Pelo Tripadvisor encontrei este hotel que estava muito bem ranqueado. Acertei na mosca. Os quartos apesar de pequenos eram confortaveis e silenciosos. Cama confortável e limpa. Banheiro espaçoso para os padrões de hoteis de duas estrelas. Com muitas ofertas de restaurantes e supermercados ao redor. Uma quadra de distância do metro. Para viajantes com low budget, recomendo.";1;"cama";249;253
221;"Hotel feito somente para dormir, antes de uma viagem, café da manha bem simples, lanches até de madrugada, preço justo pelo serviço prestado. Chuveiro demora demais a aquecer. Cafezinho sempre quentinho na recepção, internet muito ruim. Camas de mola, haja coluna amigos. Recepcionistas atenciosos, além disso o hotel possui translado gratuito para o aeroporto, em 5 min. Você chegá-la.";0;"aeroporto";351;360
222;"Fiquei hospedada lá pela localização, é perto do aeroporto e eles fazem o serviço de transfer.Porém essa boa localização foi a pior coisa, pois é muito barulho, não deu mesmo pra dormir a noite, não vale a pena!!!! Ele fica em frente a linha de trem e avenida muito movimentada.E também tive uma péssima experiência com o chuveiro rsrs ele demora a esquentar, cheguei lá meia noite e tive que tomar banho gelado. No dia seguinte fui perguntar e eles me disseram que demora uns 10 min. a esquentar. Já o café da manhã é ótimo, o atendimento também, nada a reclamar disso. Porém não vale a pena pra mim, lá não fico mais.";-1;"localização";25;36
223;"Hotel super bem localizado no Fashion district.  Apartamentos pequenos, mas camas super confortáveis e chuveiro muito bom!  Café da manhã com boa variedade. No café, os funcionários da cozinha, dão garrafas de água para os hospedes levarem para o quarto. Além de na saída do mesmo ter um funcionário do hotel lhe desejando um ótimo dia e uma caixinha de balinhas de menta.  Café, chá, chocolate quente 24h a disposição no lobby. ( free ).  Internet gratuíta.  Recomendo!";1;"chuveiro";103;111
224;"O hotel é bom, limpo, bem localizado, mas faltam algumas coisas. Não tem frigobar no quarto, nem microondas. A internet é por cabo (o que não conecta celular nem IPAD). Os quartos são limpos, a cama é boa, quarto com bom espaço, o banheiro podia ter uma manutenção melhor,o chuveiro ficava um bom tempo pingando e as toalhas eram velhas e tinham cheiro estranho. No geral bom hotel, ficaria perfeito se melhorassem esses pontos!";-1;"toalha";317;323
225;"O Mayfair Paris Hotel é um ótimo hotel. A localização é ótima, ao lado da Rue de Rivoli, com fácil acesso ao metro ou taxis. A uma quadra do hotel, está a Rue du Faubourg Saint-Honore, uma das ruas mais chiques de Paris.   O hotel é pequeno, mas muito bem conservado. Nosso quarto era de um tamanho considerável, com espaço para 3 malas abertas. A cama excelente e o banheiro ótimo também, muito amplo e limpo.  Todos funcionários muito cordiais e simpáticos.  Enfim, recomendo este hotel.";1;"funcionários";418;430
226;"As pessoas extremamente simpáticas e atenciosas, o café da manhã muito bom. todos sempre dispostos a orientar os turistas dando boas dicas e os quartos sempre limpos e o ambiente muito agradavél todos os funcionários falam inglês, não é um hotel típico frances, pois é novo, e fica a 5 minutos do metro, e dá para andar até o centro de PARIS";1;"hotel";240;245
227;"Ao chegar ao Hotel me assustei um pouco com a entrada que é apertada e com pouca estrutura, apenas o espaço da recepção. Depois identifiquei que a parte do café da manhã fica em outro andar. O quarto também é muito apertado comparado aos hotéis do mesmo nível quefiquei na Europa. O serviço deixou a desejar. Tem uma boa localização, à 20 mint andando da Torre Eiffel e ao lado da estação de metrô.";-1;"quarto";193;199
228;"Hotel horrível, a única coisa que presta é a localização, esta sim excelente. O hotel é imundo, velho, barulhento, os quartos são sujos e não ha serviço de limpeza. Tinhamos que arrumar nossas próprias camas e precisamos comprar papel higiênico, pois apesar das solicitações eles não repuseram. A cama estava quebrada e também não foi consertada. Nem pagando eu voltaria a este hotel.";-1;"hotel";0;5
229;"O hotel tem uma localização excelente: próximo dos principais pontos turísticos Paris, como Les invalides (da qual se tem uma vista maravilhosa) e da torre Eiffel. Os quartos são bem arrumados e o banheiro é amplo. Os funcionários são atenciosos e o café da manhã é bom. Só um incoveniente: o elevador pequeno.";1;"funcionários";218;230
230;"O hotel é bem localizado, a 2 quarteirões do metrô Louxembourg que tem linha direta com o aeroporto Charles De Gaulle; a 1 quarteirão do Pantheon e da Praça Sorbonne. Pertinho dos bares do Quartier Latin, do Boulevard Saint Michel e do Boulevard Saint Germain, de lá tem se acesso a toda Paris e adjacências. O preço é muito bom e tem vários restaurantes pertos com preços camaradas. Recomendo.";1;"hotel";2;7
231;"Passamos 9 dias no hotel e não temos muito do que reclamar. A mobília do quarto precisa ser trocada, pois está um pouco gasta. O banheiro é grande e limpo, só deveria haver um box ou algo que impedisse a água do chuveiro de se espalhar. A localização é ótima, do lado da Times Square e perto de diversas estações de metrô. Ótimo custo-benefício em se tratando de NY.";0;"chuveiro";212;220
232;"Gostamos muito do hotel, tudo pertinho: Times Square, teatros da broadway, 5th avenida, fomos a esses lugares tudo a pé. Metrô a 100 m do hotel para os passeios mais distantes. A limpeza dos quartos é impecável, funcionários gentis, ficaríamos novamente. Realmente uma pérola. Quanto ao café da manhã que está incluído na diária diria que é bom, com iogurte, frutas, pães e suco, mas nada comparável com o café aqui dos hóteis do Brasil que estamos habituados .";1;"limpeza";179;186
233;"É um hotel pequeno mas com o conforto necessário, limpo, os funcionarios são muito atenciosos e sempre dispostos a ajudar. Para quem se comunica em ingles não tem dificuldade. `muito perto da estação do metro de Maubert que te leva para qualquer lugar. Perto do local temos o Pantheon, Notre Dame, Jardim de Luxemburgo, comércio, restaurantes, enfim tudo com pouca caminhada.";1;"conforto";29;37
234;"Um excelente hotel, a melhor opção para a grande cidade de NY: decoração acolhedora, quartos confortáveis e espaçosos, colaboradores muito simpáticos e atenciosos (com especial destaque para o doorman Jeffrey que é impecável), muito bem localizado e numa zona sossegada dada a proximidade de Times Square. A relação qualidade preço é excelente.";1;"cidade";49;55
235;"O melhor pelo custoxbenefício.. o quarto era pequeno, mas pela localização é o melhor que poderíamos encontrar, o Sr. da recepção era muito atencioso e se esforçava em se comunicar conosco, pois como marinheiros de primeira viagem estávamos deslocados no início de nossa estadia, porém nos ajudou com algumas dicas. O café da manhã do hotel era essencial, a cama era excelente... em suma, conseguimos em ultima hora a melhor localização...";1;"recepção";121;129
236;"Não ligo tanto para luxo, no entanto já fui a hostels fuleiros que eram melhores que o hotel. A parte interna da portaria você vê e até pensa que é um hotel razoavel, mas o banheiro é deplorável. O quarto tem um aspecto de bem velho também, ficando com receio se a higiene do local é feita devido ao descuido com essas outras coisas. Os funcionários são atenciosos, mas realmente o hotel é bem fraco. Não volto, pois o preço nao é tão mais barato que os demais. Localização ok.";-1;"quarto";198;204
237;"Não se deixe enganar pelas fotos , ao chegar no hotel a recepção é legal mais quando chega nos corredores escuros onde as lâmpadas não acendem e fica difícil encontrar seu quarto, ao entrar encontrará um quarto onde nem tudo funciona lâmpadas queimada balheiro com aspecto ruim e tudo antigo parq os alérgicos o carpete antigo em geral uma péssima opção.";-1;"carpete";312;319
238;"Foi a segunda vez que me hospedei nesse hotel em Paris. Para mim, o ponto alto é a localização, pertinho da Praça da Bastilha. Além disso, fui bem tratado e os funcionários se esforçaram para satisfazer tudo o que eu queria. É claro que segue o padrão da rede Ibis e vc não tem o luxo de outros hotéis. Mas, para mim, o mais importante é o preço acessível e, nesse caso, a localização.";0;"padrão";245;251
239;"O hotel é localizado em um ponto bem tranquilo de Paris, bem próximo da Torre Eiffel, Arco do Triunfo e dos Jardins du Trocadéro. O atendimento do hotel é bastante educado e prestativo, e atendeu a todas as nossas demandas. O hotel é confortável, entretanto achei o quarto um pouco pequeno. O café da manhã é simples, sem grandes opções mas satisfatório.";0;"café da manhã";293;306
240;"Nossos funcionários ficam hospedados lá por ser central, bom atendimento, tem mercado perto. Seria melhor se tivesse microondas no quarto. Alguns quartos parecem ter instalacões mais antigas, o chuveiro demora a esquentar.";0;"funcionários";7;19
241;"Em abril de 2012 nos hospedamos no hotel referido e ficamos muito impreessionados com tudo: excelente localizacao na 3 avenida (com metro em frente e na mesma calcada, além de farmacia ao lado e vários restaurantes e lojas a poucos passos). Funcionarios muito cordiais, limpeza otima dos quartos e tudo muito pratico e conveniente.... ficarei lá novamente... ótimo custo-benefício em Manhatan.";1;"lojas";217;222
242;"Bem localizado, pessoal simpático e sempre disponível, quarto arejado, grande e bem equipado, prqueno almoço bom e variado. Só duas pequenas notas menos boas: o quarto inicial era de fumador e tinha um cheiro a tabaco forte (mas que logo foi trocado por um quarto melhor e de não fumador) e ausência de uma suporte de toalhas junto ao lavatório.";0;"toalha";318;324
243;"É um hotel pequeno mas com o conforto necessário, limpo, os funcionarios são muito atenciosos e sempre dispostos a ajudar. Para quem se comunica em ingles não tem dificuldade. `muito perto da estação do metro de Maubert que te leva para qualquer lugar. Perto do local temos o Pantheon, Notre Dame, Jardim de Luxemburgo, comércio, restaurantes, enfim tudo com pouca caminhada.";1;"hotel";5;10
